UID,versionId,beginLifeSpanVersion,CountryCode,observedPropertyDeterminandBiologyEQRCode,parameterWaterBodyCategory,parameterNCSWaterBodyType,parameterWFDIntercalibrationWaterBodyType,parameterNaturalAWBHMWB,parameterICStatusOfDeterminandBiologyEQR,parameterBoundaryValueClasses12,parameterBoundaryValueClasses23,parameterBoundaryValueClasses34,parameterBoundaryValueClasses45,procedureBiologicalAnalyticalMethodDescription,resultObservationStatus,remarks,waterbaseObservationStatus,waterbaseRemarks
979,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,0,,AWB,1,0.85,0.64,0.54,0.27,http://www.iss.it/binary/publ/cont/0919web.pdf,,,A,
980,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,01GH1N,,Natural,1,0.85,0.64,0.54,0.27,D. Lgs. 152/2006 e smi,,,A,
981,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,01GH2N,,Natural,1,0.85,0.64,0.54,0.27,D. Lgs. 152/2006 e smi,,,A,
982,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,01GH4N,,Natural,1,0.85,0.64,0.54,0.27,D. Lgs. 152/2006 e smi,,,A,
983,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,01SS1N,,Natural,1,0.85,0.64,0.54,0.27,D. Lgs. 152/2006 e smi,,,A,
984,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,01SS2N,,Natural,1,0.85,0.64,0.54,0.27,D. Lgs. 152/2006 e smi,,,A,
985,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,03GH1N,,Natural,1,0.85,0.64,0.54,0.27,http://www.iss.it/binary/publ/cont/0919web.pdf,,,A,
986,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,03GH2N,,Natural,1,0.85,0.64,0.54,0.27,http://www.iss.it/binary/publ/cont/0919web.pdf,,,A,
987,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,03SS1N,,Natural,1,0.85,0.64,0.54,0.27,http://www.iss.it/binary/publ/cont/0919web.pdf,,,A,
988,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,03SS2N,,Natural,1,0.85,0.64,0.54,0.27,http://www.iss.it/binary/publ/cont/0919web.pdf,,,A,
989,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,03SS3N,,Natural,1,0.85,0.64,0.54,0.27,http://www.iss.it/binary/publ/cont/0919web.pdf,,,A,
990,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,03SS4N,,Natural,1,0.85,0.64,0.54,0.27,http://www.iss.it/binary/publ/cont/0919web.pdf,,,A,
991,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,M1,,Natural,1,0.8,0.61,0.51,0.25,,,,A,
992,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,M2,,Natural,1,0.8,0.61,0.51,0.25,,,,A,
993,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,M4,,Natural,1,0.8,0.61,0.51,0.25,,,,A,
994,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,R-A2,,Natural,1,0.85,0.64,0.54,0.27,,,,A,
995,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,R-C,,Natural,1,0.84,0.65,0.55,0.26,,,,A,
996,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_124-01-6,RW,R-M1,,Natural,1,0.8,0.61,0.51,0.25,,,,A,
997,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_14-05-1,RW,03SS3N,,Natural,0,0.8,0.6,0.4,0.2,,,,U,U: wrong observedPropertyDeterminandBiologyEQRCode (BiologyEQRCode_ERROR)
998,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_14-05-1,RW,03SS4N,,Natural,0,0.8,0.6,0.4,0.2,,,,U,U: wrong observedPropertyDeterminandBiologyEQRCode (BiologyEQRCode_ERROR)
999,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_14-05-1,RW,12SS3T,,Natural,1,0.8,0.6,0.4,0.2,,,,U,U: wrong observedPropertyDeterminandBiologyEQRCode (BiologyEQRCode_ERROR)
1000,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_14-05-1,RW,16IN7T,,Natural,1,0.8,0.6,0.4,0.2,,,,U,U: wrong observedPropertyDeterminandBiologyEQRCode (BiologyEQRCode_ERROR)
1001,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_14-05-1,RW,17IN7T,,Natural,1,0.8,0.6,0.4,0.2,,,,U,U: wrong observedPropertyDeterminandBiologyEQRCode (BiologyEQRCode_ERROR)
1002,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,IT,EEA_14-05-1,RW,18IN7F,,Natural,1,0.8,0.6,0.4,0.2,,,,U,U: wrong observedPropertyDeterminandBiologyEQRCode (BiologyEQRCode_ERROR)
1013,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,PL,EEA_124-04-9,RW,3,,HMWB,1,,0.55,0.35,0.15,,,"Ecological potential, Class boundaries have been determined according to expert judgment",A,
1014,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,PL,EEA_124-04-9,RW,4,,HMWB,1,,0.5,0.3,0.15,,,"Ecological potential, Class boundaries have been determined according to expert judgment",A,
1015,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,PL,EEA_124-04-9,RW,5,,HMWB,1,,0.5,0.3,0.15,,,"Ecological potential, Class boundaries have been determined according to expert judgment",A,
1016,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,PL,EEA_124-04-9,RW,6,,HMWB,1,,0.5,0.3,0.15,,,"Ecological potential, Class boundaries have been determined according to expert judgment",A,
1017,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,PL,EEA_124-04-9,RW,7,,HMWB,1,,0.5,0.3,0.15,,,"Ecological potential, Class boundaries have been determined according to expert judgment",A,
1018,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,PL,EEA_124-04-9,RW,8,,HMWB,1,,0.5,0.3,0.15,,,"Ecological potential, Class boundaries have been determined according to expert judgment",A,
1019,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,PL,EEA_124-04-9,RW,9,,HMWB,1,,0.5,0.3,0.15,,,"Ecological potential, Class boundaries have been determined according to expert judgment",A,
1029,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,PT,EEA_13-01-4,RW,Rios Montanhosos do Sul,,Natural,0,0.82,0.56,0.38,0.19,"INAG, I.P. (2009). Protocolo de Amostragem e Análise para os macroinvertebrados bentónicos.  Ministério da Agricultura, Mar, Ambiente e Ordenamento do Território. Instituto da Água, I.P..     EN 14996",,,A,
1030,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,RO,EEA_11-01-8,LW, ROLNCAPMLA 02,,HMWB,1,0.69,0.48,0.34,0.25,Romanian method ,,,A,
1032,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,RO,EEA_11-01-8,LW,ROLA08a,,HMWB,1,0.8,0.6,0.4,,Romanian method ,,,A,
1033,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,RO,EEA_11-01-8,LW,ROLA10a,,HMWB,1,0.8,0.6,0.4,,Romanian method ,,,A,
1034,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,RO,EEA_11-01-8,LW,ROLN12,,Natural,1,0.69,0.48,0.34,0.25,Romanian method ,,,A,
1035,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,RO,EEA_11-01-8,LW,ROLNCAPMLA01,,HMWB,1,0.8,0.6,0.4,,Romanian method ,,,A,
1036,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,RO,EEA_11-01-8,LW,ROLNCAPMLA02,,HMWB,1,0.8,0.6,0.4,,Romanian method ,,,A,
1044,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,SI,EEA_123-04-6,LW,J_SI_4_ PA-D _>15_1-10,,Natural,1,0.8,0.6,0.4,0.2,http://www.arhiv.mop.gov.si/fileadmin/mop.gov.si/pageuploads/podrocja/okolje/pdf/vode/ekolosko_stanje/metod_vzorc_lab_obd_vzorcev_vredn_ekoloskega_st_jezer_fitobentosom_makrofiti.pdf,,,A,
1045,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,SI,EEA_123-04-6,LW,J_SI_4_KB-D_>15_1-10,,Natural,1,0.8,0.6,0.4,0.2,http://www.arhiv.mop.gov.si/fileadmin/mop.gov.si/pageuploads/podrocja/okolje/pdf/vode/ekolosko_stanje/metod_vzorc_lab_obd_vzorcev_vredn_ekoloskega_st_jezer_fitobentosom_makrofiti.pdf,,,A,
1046,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,SI,EEA_124-04-9,RW,R_SI_11_PN-KrBr-kotl_2,,Natural,1,0.8,0.6,0.4,0.2,http://www.mko.gov.si/fileadmin/mko.gov.si/pageuploads/podrocja/voda/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_fitobentosom_makrofiti.pdf,,,A,
1047,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,SI,EEA_124-04-9,RW,R_SI_11_PN-zALvpliv_3,,Natural,1,0.8,0.6,0.4,0.2,http://www.mko.gov.si/fileadmin/mko.gov.si/pageuploads/podrocja/voda/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_fitobentosom_makrofiti.pdf,,,A,
1048,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,SI,EEA_124-04-9,RW,R_SI_11_VR7_Kk,,Natural,1,0.8,0.6,0.4,0.2,http://www.mko.gov.si/fileadmin/mko.gov.si/pageuploads/podrocja/voda/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_fitobentosom_makrofiti.pdf,,,A,
1049,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,SI,EEA_124-04-9,RW,R_SI_11PN-KrBr-kotl_2,,Natural,1,0.8,0.6,0.4,0.2,http://www.mop.gov.si/fileadmin/mop.gov.si/pageuploads/podrocja/okolje/pdf/vode/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_fitobentosom_makrofiti.pdf,,,A,
1050,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,SI,EEA_124-04-9,RW,R_SI_11PN-zALvpliv_3,,Natural,1,0.8,0.6,0.4,0.2,http://www.mop.gov.si/fileadmin/mop.gov.si/pageuploads/podrocja/okolje/pdf/vode/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_fitobentosom_makrofiti.pdf,,,A,
1051,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,SI,EEA_124-04-9,RW,R_SI_4_KB-AL-D_1_KI,,Natural,1,0.8,0.6,0.4,0.2,http://www.mko.gov.si/fileadmin/mko.gov.si/pageuploads/podrocja/voda/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_fitobentosom_makrofiti.pdf,,,A,
1052,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,SI,EEA_124-04-9,RW,R_SI_4_PA-hrib-J_2,,Natural,1,0.8,0.6,0.4,0.2,http://www.mko.gov.si/fileadmin/mko.gov.si/pageuploads/podrocja/voda/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_fitobentosom_makrofiti.pdf,,,A,
1053,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,SI,EEA_124-04-9,RW,R_SI_4_VR1_AL-Sa,,Natural,1,0.8,0.6,0.4,0.2,http://www.mko.gov.si/fileadmin/mko.gov.si/pageuploads/podrocja/voda/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_fitobentosom_makrofiti.pdf,,,A,
1055,http://cdr.eionet.europa.eu/cy/eea/wise_soe/wise4/envvtq1lw/WISE-SoE_WaterQuality_BiologyEQRClassificationProcedu.xml,2016-02-29,CY,EEA_11-04-1,LW,L4,LW-L-M8,HMWB,1,,0.6,,,EN 15204: 2006,,,A,
1056,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO05,RW-R-EX4,Natural,1,0.74,0.58,0.35,0.2,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1057,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO07,RW-R-E3,Natural,1,0.74,0.58,0.35,0.2,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1058,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO01,RW-R-E1,Natural,1,0.74,0.58,0.35,0.2,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1059,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO03,,HMWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1060,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO05CAPM,RW-R-EX4,HMWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1061,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO10,RW-R-L2,Natural,1,0.74,0.58,0.35,0.2,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1062,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO07CAPM,RW-R-E3,HMWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1063,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO11,RW-R-L2,Natural,1,0.74,0.58,0.35,0.2,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1064,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO01CAPM,RW-R-E1,HMWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1065,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO11CAPM,RW-R-L2,HMWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1066,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO02CAPM,,HMWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1067,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO11CAA,RW-R-L2,AWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1068,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO10CAPM,RW-R-L2,HMWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1069,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO13,RW-R-L2,HMWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1070,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO02,RW-R-E1,Natural,1,0.74,0.58,0.35,0.2,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1071,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO08,RW-R-E3,Natural,1,0.74,0.58,0.35,0.2,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1072,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO16,,Natural,1,0.74,0.58,0.35,0.2,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1073,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO10*,RW-R-L2,Natural,1,0.74,0.58,0.35,0.2,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1074,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO11*,RW-R-L2,Natural,1,0.74,0.58,0.35,0.2,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1075,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO08CAA,RW-R-E3,AWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1076,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO06,RW-R-E2,HMWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1077,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO14,RW-R-L2,HMWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1078,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO15,RW-R-L2,Natural,1,0.74,0.58,0.35,0.2,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1079,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_13-01-4,RW,RO15CAPM,RW-R-L2,HMWB,1,0.75,0.55,0.4,,"SR EN 16150/2012, SR EN ISO 10870/2012 and Romanian AQM modified (at least 5 sub-sampling with dredge and kick-net from different substrates)",,,A,
1080,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_11-01-8,LW,ROLA04,LW-L-M5/7,HMWB,0,0.8,0.6,0.4,,"SR EN 15204/2007, N109/2008",,,A,
1081,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_11-01-8,LW,ROLA05,,HMWB,0,0.8,0.6,0.4,,"SR EN 15204/2007, N109/2008",,,A,
1082,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_11-01-8,LW,ROLA01,,HMWB,0,0.8,0.6,0.4,,"SR EN 15204/2007, N109/2008",,,A,
1083,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_11-01-8,LW,ROLA07,LW-L-M8,HMWB,0,0.8,0.6,0.4,,"SR EN 15204/2007, N109/2008",,,A,
1084,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_11-01-8,LW,ROLN03,,Natural,0,0.69,0.48,0.34,0.25,"SR EN 15204/2007, N109/2008",,,A,
1085,http://cdr.eionet.europa.eu/ro/eea/wise_soe/wise4/envvtqz_w/WISE-SoE_WaterQuality_Bio_BiologyEQRClassificationProcedu.xml,2016-03-01,RO,EEA_11-01-8,LW,ROLNPM01,,HMWB,0,0.8,0.6,0.4,,"SR EN 15204/2007, N109/2008",,,A,
1086,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,B1(P1V),RW-R-E3,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
